Customer,State Code,Coverage,Education,Accident Date,Report Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Policy Type,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
AI74959,MO,Basic,High School or Below,29/3/2010,1/12/2015,Employed,M,25927,Suburban,Single,Personal Auto,Hail,Web,674.973614,SUV,Medsize
RC16862,NE,Basic,College,3/3/2017,14/6/2017,Unemployed,M,0,Suburban,Divorced,Corporate Auto,Collision,Agent,493.055291,Four-Door Car,Medsize
YP19985,MO,Basic,Bachelor,25/10/2011,26/1/2017,Employed,M,83073,Rural,Married,Corporate Auto,Scratch/Dent,Call Center,10.42277,Two-Door Car,Medsize
SY29553,IA,Basic,High School or Below,1/6/2010,1/10/2012,Unemployed,F,0,Suburban,Married,Personal Auto,Hail,Agent,350.4,Four-Door Car,Medsize
EM78211,IA,Extended,College,8/5/2011,14/5/2011,Unemployed,F,0,Suburban,Divorced,Special Auto,Hail,Agent,420.041981,Four-Door Car,Medsize
JL70559,NE,Basic,College,1/5/2010,6/6/2017,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Branch,345.6,Four-Door Car,Small
IS95117,NE,Basic,College,17/1/2011,7/5/2012,Employed,F,35301,Rural,Married,Personal Auto,Collision,Agent,128.643975,Four-Door Car,Medsize
YU66872,MO,Basic,College,4/3/2016,21/3/2016,Disabled,F,21829,Suburban,Divorced,Personal Auto,Hail,Call Center,532.8,Sports Car,Medsize
WK62379,KS,Premium,Bachelor,19/9/2014,4/4/2016,Medical Leave,F,15142,Suburban,Married,Personal Auto,Hail,Branch,792.609747,Two-Door Car,Small
WR85740,NE,Basic,Doctor,26/12/2014,24/3/2017,Unemployed,F,0,Suburban,Married,Corporate Auto,Hail,Call Center,340.8,Two-Door Car,Medsize
YY58769,NE,Basic,Bachelor,29/6/2015,10/12/2016,Employed,M,58498,Suburban,Married,Personal Auto,Hail,Call Center,321.6,Four-Door Car,Small
YK83904,OK,Basic,High School or Below,23/12/2012,6/7/2013,Employed,F,64592,Suburban,Married,Personal Auto,Hail,Branch,307.2,Four-Door Car,Medsize
IE36279,MO,Basic,Bachelor,25/5/2012,25/1/2015,Employed,M,80306,Suburban,Divorced,Corporate Auto,Scratch/Dent,Call Center,340.8,Two-Door Car,Medsize
FT61724,MO,Basic,Bachelor,19/8/2014,9/5/2015,Employed,F,29105,Rural,Married,Personal Auto,Hail,Branch,272.612048,Sports Car,Medsize
YV63603,NE,Extended,Bachelor,24/12/2015,1/12/2016,Employed,F,47137,Rural,Married,Personal Auto,Other,Agent,161.640052,Four-Door Car,Medsize
PT52001,OK,Basic,College,5/12/2014,27/6/2016,Unemployed,F,0,Suburban,Single,Corporate Auto,Collision,Agent,446.4,Two-Door Car,Medsize
FM83188,KS,Basic,Doctor,17/8/2013,24/11/2015,Unemployed,F,0,Suburban,Married,Corporate Auto,Collision,Call Center,723.786607,SUV,Medsize
RN96985,IA,Basic,High School or Below,8/6/2013,7/12/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Branch,1000.850446,SUV,Medsize
OA59724,KS,Extended,College,30/1/2010,8/6/2016,Employed,F,66711,Urban,Married,Corporate Auto,Collision,Call Center,366.381387,Two-Door Car,Small
LY83340,IA,Basic,High School or Below,20/2/2013,4/10/2015,Employed,F,48943,Rural,Married,Corporate Auto,Collision,Web,105.068788,Two-Door Car,Medsize
AX99820,NE,Basic,Bachelor,7/12/2014,14/12/2015,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,511.2,Four-Door Car,Small
MH13358,IA,Basic,High School or Below,24/9/2016,13/3/2017,Employed,F,34807,Suburban,Single,Personal Auto,Collision,Agent,472.043042,Two-Door Car,Small
UQ51981,IA,Basic,High School or Below,4/12/2015,7/1/2016,Employed,F,52583,Urban,Single,Personal Auto,Collision,Agent,528.20086,SUV,Small
JQ60102,MO,Basic,Master,27/9/2015,23/12/2015,Unemployed,M,0,Suburban,Married,Corporate Auto,Scratch/Dent,Branch,617.396701,Sports Car,Medsize
CB52667,KS,Basic,High School or Below,27/2/2014,28/6/2015,Employed,F,92589,Suburban,Married,Personal Auto,Other,Call Center,312,Four-Door Car,Large
YP29527,IA,Basic,College,17/9/2014,15/4/2015,Employed,M,96689,Rural,Married,Personal Auto,Collision,Agent,37.802583,Sports Car,Medsize
GW89349,OK,Basic,High School or Below,12/3/2012,12/10/2016,Unemployed,M,0,Suburban,Single,Corporate Auto,Collision,Call Center,525.6,Four-Door Car,Medsize
ZD72991,MO,Extended,Doctor,14/8/2017,17/9/2017,Employed,M,76594,Suburban,Married,Personal Auto,Collision,Agent,832.453791,SUV,Medsize
CS51928,NE,Basic,Bachelor,16/7/2012,30/10/2016,Employed,M,83777,Urban,Married,Personal Auto,Collision,Branch,377.354191,Sports Car,Small
IJ18945,KS,Extended,College,29/9/2013,8/3/2015,Employed,F,20954,Suburban,Married,Special Auto,Hail,Agent,534.501024,Four-Door Car,Medsize
EF21564,OK,Basic,Master,29/8/2013,19/9/2017,Employed,M,84491,Rural,Single,Personal Auto,Other,Agent,156.282093,SUV,Medsize
AY35539,IA,Basic,Bachelor,5/5/2012,7/8/2017,Employed,F,89451,Rural,Single,Personal Auto,Hail,Web,61.769564,Four-Door Car,Medsize
XJ96507,NE,Basic,High School or Below,22/4/2017,27/5/2017,Employed,F,85132,Urban,Married,Personal Auto,Collision,Web,501.134524,SUV,Medsize
ZG95780,NE,Basic,College,10/11/2012,14/8/2015,Disabled,M,11193,Suburban,Single,Personal Auto,Hail,Agent,820.8,SUV,Small
GI55977,IA,Basic,High School or Below,31/7/2017,3/9/2017,Medical Leave,F,28806,Suburban,Married,Personal Auto,Hail,Call Center,292.8,Four-Door Car,Small
BV63942,KS,Premium,High School or Below,1/5/2016,22/5/2017,Employed,M,76184,Suburban,Married,Corporate Auto,Hail,Agent,532.8,Two-Door Car,Small
PF81183,MO,Extended,College,15/1/2017,10/5/2017,Employed,M,66429,Rural,Married,Corporate Auto,Hail,Agent,57.712985,Sports Car,Medsize
HV16877,MO,Basic,High School or Below,4/1/2017,26/8/2017,Employed,F,43278,Suburban,Married,Personal Auto,Hail,Call Center,326.4,Four-Door Car,Small
XO92596,MO,Extended,College,31/10/2010,29/6/2015,Retired,M,13528,Suburban,Single,Personal Auto,Collision,Agent,412.8,Four-Door Car,Medsize
IQ73438,MO,Basic,Bachelor,7/1/2010,2/5/2017,Employed,M,74015,Suburban,Single,Personal Auto,Hail,Call Center,471.443077,Four-Door Car,Small
FY74419,OK,Extended,Bachelor,31/10/2015,23/1/2017,Employed,F,54507,Suburban,Married,Personal Auto,Hail,Agent,702.990032,SUV,Medsize
JQ30166,IA,Premium,Master,22/8/2010,2/8/2011,Unemployed,F,0,Urban,Married,Personal Auto,Hail,Branch,439.352186,Four-Door Car,Medsize
WC22220,NE,Basic,College,8/2/2010,21/6/2015,Employed,M,72302,Suburban,Divorced,Corporate Auto,Collision,Agent,316.8,Two-Door Car,Medsize
OT66924,IA,Basic,Bachelor,3/1/2010,4/7/2013,Disabled,F,14606,Suburban,Married,Personal Auto,Scratch/Dent,Call Center,439.772868,Four-Door Car,Medsize
UC21019,NE,Basic,Master,10/2/2015,1/8/2016,Unemployed,M,0,Suburban,Divorced,Personal Auto,Collision,Branch,689.282166,Four-Door Car,Small
YW88487,NE,Basic,College,10/1/2016,8/8/2017,Employed,F,43406,Suburban,Married,Personal Auto,Scratch/Dent,Agent,897.6,Luxury SUV,Medsize
CA45756,NE,Basic,Master,3/2/2012,4/2/2017,Employed,F,60426,Rural,Single,Corporate Auto,Collision,Call Center,133.284622,Two-Door Car,Medsize
JY42899,MO,Basic,Bachelor,21/2/2013,6/6/2013,Medical Leave,M,26334,Suburban,Single,Personal Auto,Hail,Agent,340.8,Two-Door Car,Medsize
KM72781,KS,Extended,College,22/5/2015,1/4/2016,Employed,F,22514,Urban,Married,Personal Auto,Hail,Call Center,203.469143,Four-Door Car,Medsize
DV62119,NE,Extended,Doctor,21/11/2016,12/4/2017,Employed,F,76114,Suburban,Married,Personal Auto,Hail,Agent,422.4,Four-Door Car,Medsize
DO12179,IA,Basic,Bachelor,27/7/2016,2/8/2016,Employed,M,48791,Rural,Married,Personal Auto,Scratch/Dent,Call Center,69.794432,Two-Door Car,Medsize
ER20865,MO,Premium,Bachelor,17/3/2014,25/5/2016,Employed,M,65605,Urban,Married,Corporate Auto,Scratch/Dent,Branch,377.781658,Two-Door Car,Medsize
YQ95507,IA,Basic,High School or Below,17/2/2010,25/2/2015,Employed,F,69259,Suburban,Divorced,Personal Auto,Scratch/Dent,Call Center,362.51794,Four-Door Car,Small
VW65691,IA,Basic,High School or Below,18/6/2010,24/8/2016,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Call Center,460.8,Four-Door Car,Small
LL55780,IA,Basic,High School or Below,2/6/2015,25/8/2015,Unemployed,F,0,Suburban,Single,Corporate Auto,Other,Agent,446.4,Four-Door Car,Medsize
WK29536,IA,Basic,Bachelor,24/5/2017,19/6/2017,Employed,F,90969,Urban,Single,Personal Auto,Collision,Agent,190.751345,Four-Door Car,Medsize
UX87980,OK,Extended,College,28/7/2014,21/6/2017,Employed,M,50180,Urban,Single,Personal Auto,Hail,Web,360.499075,Four-Door Car,Medsize
TJ68521,KS,Basic,Master,1/12/2015,25/5/2016,Employed,M,41991,Rural,Single,Personal Auto,Collision,Call Center,88.382536,Four-Door Car,Large
RJ57593,NE,Basic,Bachelor,3/11/2013,30/11/2016,Employed,M,71391,Urban,Married,Personal Auto,Hail,Agent,284.000172,Four-Door Car,Medsize
YI83073,MO,Basic,High School or Below,7/11/2016,5/1/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,292.8,Four-Door Car,Small
QQ18636,NE,Basic,College,30/8/2010,13/7/2011,Employed,F,70725,Suburban,Divorced,Corporate Auto,Hail,Web,336,Four-Door Car,Medsize
JV23769,IA,Basic,Master,22/7/2010,25/3/2011,Employed,F,36650,Rural,Married,Personal Auto,Hail,Web,56.60333,Four-Door Car,Large
PA19547,KS,Basic,High School or Below,16/12/2013,6/6/2017,Employed,M,54194,Rural,Married,Personal Auto,Collision,Agent,112.268583,SUV,Medsize
IH91478,IA,Basic,Bachelor,23/12/2012,29/9/2013,Medical Leave,F,23554,Rural,Married,Personal Auto,Collision,Agent,142.459804,Two-Door Car,Medsize
OR78439,NE,Basic,College,29/8/2010,23/11/2015,Employed,M,62464,Urban,Married,Corporate Auto,Hail,Agent,400.181882,Sports Car,Medsize
CW15758,IA,Basic,College,7/5/2013,5/4/2014,Employed,F,71888,Suburban,Married,Personal Auto,Collision,Agent,552,SUV,Small
RY26286,MO,Basic,College,11/5/2016,24/8/2017,Employed,M,80846,Urban,Single,Corporate Auto,Hail,Agent,227.183015,Four-Door Car,Medsize
YP71513,IA,Basic,College,25/3/2012,21/5/2014,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,321.6,Four-Door Car,Medsize
CJ51511,NE,Basic,High School or Below,13/4/2015,4/2/2016,Disabled,F,11432,Suburban,Married,Corporate Auto,Hail,Agent,571.2,SUV,Small
GQ11852,IA,Premium,College,27/7/2011,18/12/2012,Employed,F,39017,Urban,Married,Personal Auto,Collision,Call Center,592.85751,SUV,Medsize
TC29250,MO,Basic,Bachelor,1/6/2016,19/9/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Hail,Branch,777.6,Sports Car,Medsize
HX63408,NE,Basic,Bachelor,10/3/2010,19/2/2016,Employed,M,73769,Rural,Divorced,Corporate Auto,Collision,Branch,121.654567,Four-Door Car,Medsize
LJ15849,NE,Extended,Master,6/3/2014,31/10/2016,Employed,F,58557,Rural,Married,Personal Auto,Collision,Branch,55.510526,Four-Door Car,Large
NC40609,OK,Extended,College,2/4/2014,11/2/2016,Unemployed,M,0,Suburban,Single,Corporate Auto,Hail,Call Center,707.264022,Four-Door Car,Small
JZ23377,IA,Premium,College,26/8/2010,12/9/2017,Employed,F,48367,Suburban,Married,Personal Auto,Hail,Branch,772.8,SUV,Medsize
TB17648,NE,Basic,College,7/7/2012,9/9/2017,Employed,M,39718,Suburban,Married,Personal Auto,Collision,Web,366.531664,Four-Door Car,Medsize
OP68330,IA,Extended,College,14/5/2013,3/3/2015,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Agent,460.8,Four-Door Car,Large
GO53814,IA,Basic,High School or Below,1/9/2010,12/5/2012,Employed,F,43358,Suburban,Married,Corporate Auto,Other,Branch,400.294938,Two-Door Car,Small
VW11431,MO,Extended,Bachelor,17/2/2010,9/8/2016,Employed,F,83873,Urban,Single,Personal Auto,Scratch/Dent,Branch,218.374041,Two-Door Car,Medsize
FG96614,MO,Extended,Doctor,1/6/2014,27/1/2017,Employed,F,22361,Suburban,Married,Personal Auto,Other,Agent,530.667993,Four-Door Car,Small
KQ98040,MO,Extended,Bachelor,1/4/2017,17/4/2017,Employed,F,70061,Suburban,Married,Corporate Auto,Scratch/Dent,Agent,699.517349,Four-Door Car,Small
DP23630,MO,Basic,High School or Below,24/8/2016,25/12/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Agent,525.6,Four-Door Car,Large
No31089,NE,Extended,Bachelor,11/8/2012,29/1/2014,Employed,F,65742,Urban,Married,Personal Auto,Hail,Call Center,277.360797,Four-Door Car,Medsize
TU15769,KS,Basic,Bachelor,6/6/2012,17/1/2015,Retired,M,23665,Suburban,Married,Personal Auto,Collision,Branch,404.817249,Four-Door Car,Medsize
DA20791,MO,Extended,College,21/8/2010,10/10/2014,Employed,M,66457,Suburban,Married,Personal Auto,Hail,Branch,456,Four-Door Car,Medsize
AE89300,NE,Basic,Bachelor,17/7/2010,16/8/2015,Employed,F,82634,Urban,Single,Personal Auto,Scratch/Dent,Agent,324.097433,SUV,Medsize
UE13511,IA,Basic,High School or Below,16/4/2013,16/8/2013,Unemployed,F,0,Suburban,Married,Corporate Auto,Collision,Agent,331.2,Four-Door Car,Small
MS46793,IA,Basic,College,3/11/2015,29/5/2016,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,425.266308,Four-Door Car,Medsize
ME22430,OK,Basic,Bachelor,22/9/2013,6/12/2013,Medical Leave,M,29735,Suburban,Single,Personal Auto,Collision,Agent,331.2,Four-Door Car,Medsize
JZ28710,MO,Basic,College,25/8/2017,28/8/2017,Employed,M,61417,Urban,Married,Personal Auto,Other,Call Center,206.01822,Two-Door Car,Medsize
HP80279,IA,Basic,High School or Below,8/1/2012,6/10/2013,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Branch,756,SUV,Small
EH22538,MO,Basic,High School or Below,8/7/2015,5/8/2016,Employed,M,43846,Rural,Married,Personal Auto,Scratch/Dent,Call Center,125.52458,Four-Door Car,Large
JP87331,NE,Basic,High School or Below,31/10/2011,11/10/2015,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,482.4,Four-Door Car,Medsize
VA89684,OK,Basic,College,14/2/2010,8/2/2012,Employed,F,33775,Suburban,Married,Personal Auto,Collision,Agent,292.8,Two-Door Car,Medsize
XS68865,IA,Extended,College,26/1/2010,7/6/2017,Employed,M,96988,Suburban,Single,Personal Auto,Collision,Agent,369.6,Two-Door Car,Medsize
IZ13533,NE,Premium,Bachelor,13/6/2014,17/8/2014,Unemployed,M,0,Suburban,Single,Personal Auto,Collision,Branch,820.8,Two-Door Car,Large
JB47784,IA,Basic,Doctor,13/5/2013,30/10/2016,Employed,F,81945,Rural,Single,Personal Auto,Collision,Call Center,47.451832,Four-Door Car,Small
LT79371,NE,Basic,Bachelor,28/2/2016,14/3/2017,Unemployed,F,0,Rural,Married,Personal Auto,Collision,Agent,27.031485,Four-Door Car,Medsize
DE78840,OK,Basic,Bachelor,12/3/2013,20/6/2014,Medical Leave,F,19019,Suburban,Married,Personal Auto,Other,Branch,1003.050834,Luxury SUV,Medsize
PU25554,IA,Basic,Bachelor,27/8/2011,9/7/2016,Employed,F,62579,Urban,Married,Personal Auto,Other,Agent,326.242099,Four-Door Car,Medsize
ZI47098,MO,Premium,High School or Below,20/5/2011,11/1/2012,Employed,F,46587,Suburban,Divorced,Personal Auto,Collision,Call Center,571.2,Four-Door Car,Medsize
CN53343,NE,Extended,Bachelor,20/7/2010,6/7/2014,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Branch,583.2,Four-Door Car,Medsize
IN18876,NE,Extended,Bachelor,27/8/2012,27/7/2014,Unemployed,F,0,Suburban,Single,Special Auto,Scratch/Dent,Web,561.6,Four-Door Car,Small
FV38119,KS,Extended,High School or Below,4/8/2016,30/4/2017,Unemployed,M,0,Suburban,Married,Corporate Auto,Collision,Agent,648,SUV,Medsize
YD89516,MO,Basic,High School or Below,29/4/2015,19/7/2016,Unemployed,M,0,Suburban,Single,Corporate Auto,Hail,Web,758.460636,Four-Door Car,Small
BN89470,MO,Premium,College,9/2/2010,29/8/2014,Medical Leave,M,29327,Suburban,Married,Special Auto,Collision,Agent,627.898468,Four-Door Car,Small
VZ64716,IA,Extended,Master,23/11/2016,10/5/2017,Employed,M,81081,Rural,Married,Corporate Auto,Other,Call Center,206.211089,Four-Door Car,Medsize
FU17577,IA,Basic,High School or Below,17/8/2012,1/8/2015,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,763.2,SUV,Medsize
QY37300,OK,Basic,Master,5/2/2016,7/12/2016,Employed,M,57222,Urban,Married,Personal Auto,Hail,Branch,297.187468,Sports Car,Medsize
UI84849,NE,Basic,College,8/7/2011,13/8/2017,Employed,M,91147,Rural,Married,Personal Auto,Scratch/Dent,Agent,50.473675,Sports Car,Small
MN81810,MO,Basic,High School or Below,13/4/2011,13/6/2015,Employed,F,76638,Suburban,Single,Personal Auto,Scratch/Dent,Agent,435.189747,Four-Door Car,Small
XN42396,MO,Basic,Bachelor,10/1/2014,14/2/2016,Employed,M,29697,Rural,Married,Personal Auto,Scratch/Dent,Agent,147.128736,Four-Door Car,Medsize
VZ13840,NE,Basic,High School or Below,18/12/2013,2/5/2015,Unemployed,M,0,Suburban,Married,Corporate Auto,Scratch/Dent,Call Center,301.402778,Four-Door Car,Medsize
NI27358,NE,Basic,College,10/3/2017,10/4/2017,Employed,F,67352,Urban,Married,Personal Auto,Scratch/Dent,Branch,560.947563,Luxury Car,Small
LO39834,IA,Extended,Bachelor,24/10/2011,7/9/2016,Retired,F,23904,Suburban,Single,Personal Auto,Collision,Agent,590.4,SUV,Medsize
WX18073,NE,Extended,Bachelor,25/6/2012,18/1/2013,Unemployed,M,0,Suburban,Married,Personal Auto,Collision,Branch,422.4,Four-Door Car,Small
PG27422,MO,Basic,Bachelor,10/5/2011,13/6/2011,Employed,F,89953,Urban,Single,Corporate Auto,Hail,Web,274.165887,Four-Door Car,Medsize
AX56708,MO,Basic,High School or Below,14/11/2011,19/7/2013,Retired,M,20862,Suburban,Divorced,Personal Auto,Collision,Agent,326.4,Four-Door Car,Small
JI80257,OK,Basic,College,29/8/2011,11/8/2016,Employed,F,47663,Rural,Divorced,Personal Auto,Collision,Branch,103.702555,Sports Car,Medsize
EK95340,KS,Premium,Master,20/1/2013,10/6/2013,Employed,M,49564,Suburban,Divorced,Corporate Auto,Scratch/Dent,Web,661.608936,Four-Door Car,Small
FS67856,MO,Basic,College,5/11/2012,6/6/2014,Employed,M,28432,Suburban,Married,Personal Auto,Hail,Branch,612.300581,SUV,Small
JX27737,MO,Premium,College,5/9/2016,2/11/2016,Employed,M,32356,Urban,Married,Personal Auto,Collision,Agent,428.490681,Two-Door Car,Medsize
SY81273,IA,Basic,High School or Below,5/6/2014,26/2/2016,Employed,M,55269,Suburban,Divorced,Personal Auto,Collision,Agent,340.8,Two-Door Car,Medsize
FZ16327,MO,Premium,College,29/11/2016,8/12/2016,Unemployed,F,0,Urban,Divorced,Personal Auto,Collision,Web,509.513764,Four-Door Car,Large
XC26395,IA,Extended,High School or Below,19/5/2010,8/7/2012,Employed,M,76771,Rural,Divorced,Personal Auto,Collision,Branch,91.674854,Two-Door Car,Large
HA72996,OK,Basic,College,3/6/2016,22/3/2017,Employed,F,75648,Rural,Married,Corporate Auto,Hail,Branch,112.660916,SUV,Large
WP51328,IA,Basic,Doctor,18/3/2012,4/9/2016,Employed,M,20698,Urban,Single,Personal Auto,Other,Branch,248.422693,Two-Door Car,Medsize
CP47989,IA,Basic,High School or Below,8/5/2011,9/11/2011,Employed,F,29734,Suburban,Divorced,Corporate Auto,Other,Web,649.83837,Two-Door Car,Medsize
JO75190,OK,Basic,Bachelor,30/4/2014,8/9/2016,Employed,M,43963,Suburban,Married,Corporate Auto,Scratch/Dent,Agent,528,SUV,Medsize
AP47670,MO,Basic,High School or Below,1/7/2014,23/12/2016,Employed,M,29465,Suburban,Married,Personal Auto,Hail,Call Center,302.4,Four-Door Car,Medsize
BT61680,NE,Basic,High School or Below,9/3/2016,13/3/2016,Employed,F,24851,Suburban,Single,Personal Auto,Collision,Agent,604.289428,SUV,Medsize
KX23022,NE,Basic,Bachelor,2/1/2012,1/6/2016,Unemployed,M,0,Suburban,Single,Corporate Auto,Collision,Agent,770.4,SUV,Medsize
KB20508,MO,Extended,College,12/2/2011,17/6/2012,Medical Leave,M,11033,Suburban,Married,Special Auto,Collision,Branch,511.120131,Two-Door Car,Large
HU89665,IA,Basic,College,26/6/2012,11/3/2014,Employed,F,20495,Suburban,Married,Personal Auto,Hail,Agent,292.8,Four-Door Car,Medsize
HD12841,MO,Basic,Master,18/4/2011,11/12/2015,Employed,F,95766,Rural,Married,Personal Auto,Hail,Call Center,162.557048,Four-Door Car,Medsize
AR63478,MO,Basic,College,22/12/2010,11/6/2012,Unemployed,M,0,Suburban,Single,Corporate Auto,Other,Agent,655.073317,Four-Door Car,Medsize
UP90711,IA,Basic,Bachelor,20/10/2012,23/6/2016,Employed,F,61029,Rural,Single,Personal Auto,Hail,Call Center,114.429816,Two-Door Car,Medsize
EK58626,IA,Basic,Bachelor,8/9/2014,3/6/2015,Unemployed,M,0,Suburban,Single,Personal Auto,Other,Web,504,SUV,Medsize
CA14631,MO,Extended,High School or Below,7/8/2010,14/2/2012,Employed,M,56188,Rural,Married,Special Auto,Hail,Web,175.972039,Four-Door Car,Large
AU98438,NE,Basic,Bachelor,14/8/2014,14/7/2016,Employed,F,94812,Rural,Married,Personal Auto,Hail,Branch,121.025058,Four-Door Car,Medsize
RD96782,MO,Basic,Bachelor,14/2/2015,13/8/2017,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Branch,336,Two-Door Car,Small
SY66568,IA,Premium,College,16/2/2010,31/1/2017,Employed,F,55338,Suburban,Married,Corporate Auto,Hail,Branch,556.8,Two-Door Car,Medsize
WE52979,MO,Extended,High School or Below,28/2/2015,28/10/2016,Employed,F,82477,Suburban,Married,Personal Auto,Hail,Agent,432,Two-Door Car,Large
PL56477,IA,Basic,College,26/7/2017,20/9/2017,Employed,F,20852,Suburban,Married,Personal Auto,Scratch/Dent,Branch,383.789732,Two-Door Car,Small
XK20264,KS,Extended,High School or Below,25/10/2011,5/3/2014,Unemployed,F,0,Urban,Married,Personal Auto,Collision,Call Center,296.637382,Two-Door Car,Medsize
DV57698,IA,Extended,Doctor,21/7/2013,23/11/2014,Unemployed,F,0,Suburban,Married,Personal Auto,Collision,Call Center,544.217453,Two-Door Car,Medsize
RD53171,NE,Extended,College,6/2/2014,20/3/2015,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,456,Two-Door Car,Medsize
PK23339,NE,Extended,High School or Below,21/10/2010,28/11/2014,Employed,F,72460,Urban,Married,Personal Auto,Hail,Call Center,370.018108,Four-Door Car,Medsize
GA74551,IA,Basic,Bachelor,30/3/2016,4/6/2016,Employed,M,76358,Rural,Married,Personal Auto,Scratch/Dent,Agent,86.461582,Four-Door Car,Medsize
BS26376,MO,Extended,High School or Below,17/1/2010,25/11/2014,Employed,M,96306,Rural,Divorced,Corporate Auto,Collision,Agent,185.355353,Four-Door Car,Medsize
WW74234,NE,Basic,College,2/11/2014,20/7/2015,Employed,F,49544,Rural,Single,Personal Auto,Collision,Agent,0.769185,SUV,Medsize
UA26783,IA,Basic,High School or Below,6/3/2016,17/1/2017,Unemployed,M,0,Suburban,Single,Personal Auto,Other,Call Center,609.323227,Two-Door Car,Medsize
DV38369,MO,Basic,Bachelor,30/7/2017,1/8/2017,Unemployed,M,0,Suburban,Single,Corporate Auto,Scratch/Dent,Web,727.2,SUV,Medsize
ZM42260,NE,Basic,College,24/6/2014,7/3/2015,Employed,M,63357,Suburban,Married,Personal Auto,Hail,Agent,565.508572,SUV,Medsize
EB34435,NE,Extended,High School or Below,4/7/2017,22/8/2017,Unemployed,M,0,Suburban,Single,Corporate Auto,Hail,Call Center,590.4,Four-Door Car,Large
QY41527,NE,Basic,Bachelor,13/6/2016,20/1/2017,Employed,M,23060,Suburban,Married,Corporate Auto,Other,Agent,731.350857,SUV,Medsize
WG61503,NE,Basic,Master,8/9/2017,23/9/2017,Employed,M,27781,Suburban,Married,Corporate Auto,Scratch/Dent,Agent,340.8,Four-Door Car,Medsize
TY59969,NE,Basic,College,6/8/2010,14/7/2011,Employed,M,43246,Rural,Single,Personal Auto,Collision,Agent,52.435202,Four-Door Car,Medsize
DO20853,IA,Extended,High School or Below,2/1/2012,10/1/2013,Disabled,F,14254,Suburban,Married,Corporate Auto,Scratch/Dent,Branch,595.2,SUV,Large
CD14267,OK,Premium,College,29/4/2017,17/9/2017,Employed,M,60334,Rural,Married,Corporate Auto,Hail,Web,111.164747,Four-Door Car,Large
WL40338,MO,Basic,Bachelor,27/2/2010,7/10/2010,Employed,F,35625,Urban,Married,Personal Auto,Hail,Agent,288.572108,Four-Door Car,Medsize
GV75215,IA,Basic,Bachelor,9/3/2012,14/11/2013,Employed,F,54684,Urban,Married,Corporate Auto,Hail,Agent,302.137164,Sports Car,Medsize
CN91738,IA,Basic,Bachelor,16/1/2012,17/10/2014,Employed,M,56228,Urban,Single,Personal Auto,Hail,Call Center,276.877348,Two-Door Car,Medsize
UR36951,IA,Extended,Bachelor,26/9/2011,7/2/2015,Employed,M,82166,Suburban,Single,Personal Auto,Other,Agent,643.2,SUV,Medsize
JU87932,IA,Basic,Bachelor,10/7/2016,23/3/2017,Employed,F,30406,Suburban,Married,Personal Auto,Collision,Web,350.4,Four-Door Car,Medsize
IR50609,NE,Premium,Bachelor,22/9/2011,16/3/2014,Employed,M,75007,Suburban,Divorced,Personal Auto,Hail,Agent,668.773522,Four-Door Car,Medsize
VI18029,KS,Basic,Bachelor,19/2/2012,30/11/2014,Employed,M,79271,Urban,Married,Personal Auto,Hail,Agent,232.753598,Four-Door Car,Medsize
CC46747,NE,Extended,High School or Below,21/9/2013,5/4/2017,Unemployed,F,0,Suburban,Single,Personal Auto,Collision,Agent,364.8,Four-Door Car,Small
ZK58906,MO,Premium,Bachelor,14/6/2016,16/10/2016,Employed,M,59414,Rural,Married,Personal Auto,Collision,Call Center,65.022258,SUV,Medsize
SQ70457,IA,Basic,Bachelor,26/11/2011,28/10/2014,Employed,M,44719,Suburban,Single,Personal Auto,Hail,Branch,316.8,Four-Door Car,Medsize
ZA37110,OK,Extended,Bachelor,19/9/2012,20/8/2013,Unemployed,F,0,Rural,Married,Personal Auto,Collision,Web,291.744204,SUV,Medsize
HH23204,MO,Basic,Doctor,4/8/2017,1/9/2017,Disabled,F,21986,Suburban,Divorced,Personal Auto,Hail,Branch,333.696228,Two-Door Car,Medsize
IE29890,IA,Basic,High School or Below,2/5/2010,9/11/2014,Employed,F,58480,Suburban,Divorced,Personal Auto,Hail,Branch,542.4,SUV,Medsize
